'COMPROMISOTOMADODELPPTO.DISPONIBLE',COMPROMISO,RESERVA,OLI,CONCEPTO_PAGO,ID_RAMO,CANI,ID_UNIDAD,CGFU,CFUN,CSFU,CPRG,CAIN,CPPT,CCAP,CCON,CPARG,CPAR,CTGA,CFIN,CCAU,CCOP,CGEO,CPLA,CPPI,OFIN,AUX1,AUX2,AUX3,MES,SALDO_ARRASTRE
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,172,2,3,04,00,002,M001,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,07,688.6
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,172,2,3,04,00,002,M001,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,08,222.55
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,172,2,3,04,00,002,M001,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,09,5828.64
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,172,2,3,04,00,002,M001,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,10,5828.64
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,172,2,3,04,00,002,M001,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,12,44178.33
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,300,2,3,04,00,002,M001,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,09,4348
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,300,2,3,04,00,014,P028,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,1000000011,05,34760.07
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,300,2,3,04,00,014,P028,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,1000000011,10,25921.81
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,310,2,3,04,00,002,M001,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,07,2549.47
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,310,2,3,04,00,002,M001,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,09,27255.9
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,310,2,3,04,00,002,M001,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,10,54511.8
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,310,2,3,04,00,002,M001,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,12,36725.76
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,315,2,3,04,00,002,M001,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,07,1116.89
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,315,2,3,04,00,002,M001,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,08,314.68
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,315,2,3,04,00,002,M001,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,09,4120.79
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,315,2,3,04,00,002,M001,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,10,8241.58
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,315,2,3,04,00,002,M001,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,12,4243.26
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,316,2,3,04,00,014,P028,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,AD010,00000,0000000000,08,290888.54
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,316,2,3,04,00,014,P028,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,AD010,00000,0000000000,10,1200068.09
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,316,2,3,04,00,014,P028,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,AD010,00000,0000000000,12,766411.44
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,316,2,3,04,00,014,P028,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,AD010,00000,1480000011,09,1128436.12
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,316,2,3,04,00,014,P028,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,08,8001
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,316,2,3,04,00,014,P028,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,12,391128.66
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,316,2,3,04,00,014,P028,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,1000000011,08,158533.03
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,316,2,3,04,00,014,P028,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,1000000011,12,305015.32
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,500,2,3,04,00,002,M001,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,07,37432.56
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,500,2,3,04,00,002,M001,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,08,1875.84
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,500,2,3,04,00,002,M001,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,09,82636.93
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,500,2,3,04,00,002,M001,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,10,90408.74
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,500,2,3,04,00,002,M001,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,12,75689.54
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,510,2,3,04,00,002,M001,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,07,3303.05
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,510,2,3,04,00,002,M001,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,09,139430.23
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,510,2,3,04,00,002,M001,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,10,14948.22
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,511,2,3,04,00,002,M001,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,AD010,00000,0000000000,07,45254.08
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,511,2,3,04,00,002,M001,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,AD010,00000,0000000000,08,5562.02
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,511,2,3,04,00,002,M001,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,AD010,00000,0000000000,09,37005.23
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,511,2,3,04,00,002,M001,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,AD010,00000,0000000000,10,37005.23
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,511,2,3,04,00,002,M001,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,AD010,00000,0000000000,12,111785.16
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,512,2,3,04,00,002,M001,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,AD010,00000,0000000000,10,13316.99
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,512,2,3,04,00,002,M001,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,07,14940.77
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,512,2,3,04,00,002,M001,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,08,107440.08
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,512,2,3,04,00,002,M001,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,10,242590.05
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,513,2,3,03,00,019,Q008,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,3000000000,07,39010.73
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,513,2,3,03,00,019,Q008,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,3000000000,08,11843.8
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,513,2,3,03,00,019,Q008,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,3000000000,09,171525.74
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,513,2,3,04,00,002,M001,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,07,67545.27
Compromiso tomado de una Suficiencia Pptaria.,000608,01180,,"Servicio de energía eléctrica de los inmuebles que ocupan las distintas Unidades Administrativas y Órganos Administrativos Desconcentrados de la Secretaría de Salud, del ejercicio 2026.",12,2026,514,2,3,04,00,002,M001,3,1,1,01,1,1,0000000000,30,09,000,00000000000,000,RM030,00000,0000000000,07,53585.23
